"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"XHMXA652","journalArticle","2022","Shwartz-Ziv, Ravid; Armon, Amitai","Tabular data: Deep learning is not all you need","Information Fusion","","1566-2535","10.1016/j.inffus.2021.11.011","https://www.sciencedirect.com/science/article/pii/S1566253521002360","A key element in solving real-life data science problems is selecting the types of models to use. Tree ensemble models (such as XGBoost) are usually recommended for classification and regression problems with tabular data. However, several deep learning models for tabular data have recently been proposed, claiming to outperform XGBoost for some use cases. This paper explores whether these deep models should be a recommended option for tabular data by rigorously comparing the new deep models to XGBoost on various datasets. In addition to systematically comparing their performance, we consider the tuning and computation they require. Our study shows that XGBoost outperforms these deep models across the datasets, including the datasets used in the papers that proposed the deep models. We also demonstrate that XGBoost requires much less tuning. On the positive side, we show that an ensemble of deep models and XGBoost performs better on these datasets than XGBoost alone.","2022-05-01","2026-01-28 00:11:52","2026-01-28 00:11:52","2026-01-28 00:11:52","84-90","","","81","","Information Fusion","Tabular data","","","","","","","","","","","","ScienceDirect","","","","C:\Users\T470s\Zotero\storage\ZW3IA44B\S1566253521002360.html; C:\Users\T470s\Zotero\storage\NGJK4TSG\Shwartz-Ziv and Armon - 2022 - Tabular data Deep learning is not all you need.pdf","","","Tabular data; Deep neural networks; Hyperparameter optimization; Tree-based models","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FYLGL7J7","journalArticle","2024","Zhao, Zilong; Kunar, Aditya; Birke, Robert; Van der Scheer, Hiek; Chen, Lydia Y.","CTAB-GAN+: enhancing tabular data synthesis","Frontiers in Big Data","","2624-909X","10.3389/fdata.2023.1296508","https://www.frontiersin.org/journals/big-data/articles/10.3389/fdata.2023.1296508/full","The usage of synthetic data is gaining momentum, in part due to the unavailability of original data due to privacy and legal considerations, and in part due to its utility as an augmentation to the authentic data. Generative Adversarial Networks (GANs), a paragon of generative models, initially for images and subsequently for tabular data, has contributed many of the state-ofthe-art synthesizers. As GANs improve the synthesized data increasingly resemble the real data risking to leak privacy. Differential privacy (DP) provides theoretical guarantees on privacy loss but degrades data utility. Striking the best trade-off remains yet a challenging research question. In this paper, We propose CTAB-GAN+ a novel conditional tabular GAN. CTAB-GAN+ improves upon state-of-the-art by (i) adding downstream losses to conditional GAN for higher utility synthetic data in both classification and regression domains; (ii) using Wasserstein loss with gradient penalty for better training convergence; (iii) introducing novel encoders targeting mixed continuous-categorical variables and variables with unbalanced or skewed data; and (iv) training with DP stochastic gradient descent to impose strict privacy guarantees. We extensively evaluate CTAB-GAN+ on statistical similarity and machine learning utility against state-of-the-art tabular GANs. The results show that CTAB-GAN+ synthesizes privacy-preserving data with at least 21.9% higher machine learning utility (i.e., F1-Score) across multiple datasets and learning tasks under given privacy budget.","2024-01-08","2026-01-28 00:13:10","2026-01-28 00:13:10","2026-01-28 00:13:10","","","","6","","Front. Big Data","CTAB-GAN+","","","","","Frontiers","","English","","","","","Frontiers","","","","C:\Users\T470s\Zotero\storage\IF9Z6QCD\Zhao et al. - 2024 - CTAB-GAN+ enhancing tabular data synthesis.pdf","","","Data synthesis; Differential privacy; GaN; Imbalanced distribution; tabular data","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SL8NHWYY","webpage","2024","Danholt Lautrup, Anton; Hyrup, Tobias; Zimek, Arthur; Schneider-Kamp, Peter","Systematic Review of Generative Modelling Tools and Utility Metrics for Fully Synthetic Tabular Data | ACM Computing Surveys","","","","","https://dl.acm.org/doi/10.1145/3704437","","2024","2026-01-28 00:14:03","2026-01-28 00:16:21","2026-01-28 00:14:03","","","","","","","","","","","","","","","","","","","","","","","C:\Users\T470s\Zotero\storage\94CNKIU8\3704437.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AN4C7WVM","journalArticle","2025","Quang Tran, Vinh; Byeon, Haewon","Explainable hybrid tabular Variational Autoencoder and feature Tokenizer Transformer for depression prediction","Expert Systems with Applications","","0957-4174","10.1016/j.eswa.2024.126084","https://www.sciencedirect.com/science/article/pii/S0957417424029518","Recent advancements in machine learning and deep learning have significantly improved the diagnosis, detection, prediction, and prognosis of depressive disorders. However, these methodologies have issues related to generalizability, transparency, data scarcity, privacy concerns, and class imbalance. This study develops a robust and interpretable model for predicting depression in South Korea, addressing these limitations. We employed a hybrid deep learning approach that integrates the Feature Tokenizer Transformer model, specifically designed for tabular data, to effectively tokenize and process categorical and numerical features, alongside synthetic data generated by the tabular variational autoencoder (TVAE). TVAE is an adaptation of variational autoencoders that uses a specialized loss function for tabular data. generated high-quality synthetic data from the Korea National Health and Nutrition Examination Survey (KNHANES) dataset. The efficacy of the TVAE-generated data was validated using non-parametric statistical tests, achieving 86.30% on the Kolmogorov-Smirnov test and 76.65% on the Chi-squared test. Performance evaluation metrics, such as accuracy, recall, F1-score, and AUC, demonstrated our model’s effectiveness, yielding an accuracy 0.7783, a recall score of 0.5310, an F1-score of 0.4657, and an AUC of 0.6822, outperforming state-of-the-art models. Additionally, SHapley Additive exPlanations analysis was incorporated to explain feature importance, offering valuable insights for healthcare professionals. This research highlights the potential of deep learning and synthetic data generation techniques to enhance depression prediction, addressing critical challenges such as generalizability, class imbalance, data privacy, and interpretability over existing models.","2025-03-15","2026-01-28 00:17:41","2026-01-28 00:17:41","2026-01-28 00:17:41","126084","","","265","","Expert Systems with Applications","","","","","","","","","","","","","ScienceDirect","","","","C:\Users\T470s\Zotero\storage\F3WTDPJM\S0957417424029518.html","","","Depression; Explainable; Feature tokenizer; Transformer; Variational autoencoder","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9VKMQZKI","webpage","2021","K. Dankar, Fida; Ibrahim, Mahmoud","Fake It Till You Make It: Guidelines for Effective Synthetic Data Generation","","","","","https://www.mdpi.com/2076-3417/11/5/2158","","2021","2026-01-28 00:21:25","2026-01-28 00:23:43","2026-01-28 00:21:25","","","","","","","","","","","","","","","","","","","","","","","C:\Users\T470s\Zotero\storage\FFKFU6S2\2158.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HLNYKWSF","webpage","2023","FID","REPORTING SUSPICIOUS TRANSACTIONS AND REFRAINING FROM EXECUTION OF SUSPICIOUS TRANSACTIONS","","","","","https://fid.gov.lv/uploads/files/2024/FIU%20Latvia_STR%20guidelines_2nd%20edition.pdf","","2023","2026-01-28 00:29:13","2026-01-28 00:30:23","2026-01-28 00:29:13","","","","","","","","","","","","","","lv","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W799PXMI","webpage","2023","Latvian Banka","AML/CFT | Latvijas Banka","","","","","https://www.bank.lv/en/operational-areas/supervision/aml-cft","National Bank. Central bank. Tasks: monetary policy, reserve management, cash circulation, payment systems and payment innovations, financial stability.","2023-11-16","2026-01-28 00:31:33","2026-01-28 00:32:10","2026-01-28 00:31:33","","","","","","","","","","","","","","en","","","","","","","","","C:\Users\T470s\Zotero\storage\KT4UQURS\aml-cft.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KERRLSDG","webpage","2024","EU","Anti-money laundering and countering the financing of terrorism at EU level - Finance","","","","","https://finance.ec.europa.eu/financial-crime/anti-money-laundering-and-countering-financing-terrorism-eu-level_en","Fighting money laundering and terrorist financing contributes to global security, integrity of the financial system, financial stability and sustainable growth.","2024","2026-01-28 00:32:43","2026-01-28 00:33:22","2026-01-28 00:32:43","","","","","","","","","","","","","","en","","","","","","","","","C:\Users\T470s\Zotero\storage\9FZHRQYL\anti-money-laundering-and-countering-financing-terrorism-eu-level_en.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DY5ATFQR","conferencePaper","2023","Altman, Erik; Blanuša, Jovan; von Niederhäusern, Luc; Egressy, Béni; Anghel, Andreea; Atasu, Kubilay","Realistic synthetic financial transactions for anti-money laundering models","Proceedings of the 37th International Conference on Neural Information Processing Systems","","","","","With the widespread digitization of finance and the increasing popularity of cryptocurrencies, the sophistication of fraud schemes devised by cybercriminals is growing. Money laundering - the movement of illicit funds to conceal their origins - can cross bank and national boundaries, producing complex transaction patterns. The UN estimates 2-5% of global GDP or $0.8 - $2.0 trillion dollars are laundered globally each year. Unfortunately, real data to train machine learning models to detect laundering is generally not available, and previous synthetic data generators have had significant shortcomings. A realistic, standardized, publicly-available benchmark is needed for comparing models and for the advancement of the area. To this end, this paper contributes a synthetic financial transaction dataset generator and a set of synthetically generated AML (Anti-Money Laundering) datasets. We have calibrated this agent-based generator to match real transactions as closely as possible and made the datasets public. We describe the generator in detail and demonstrate how the datasets generated can help compare different machine learning models in terms of their AML abilities. In a key way, using synthetic data in these comparisons can be even better than using real data: the ground truth labels are complete, whilst many laundering transactions in real data are never detected.","2023","2026-01-28 00:35:07","2026-01-28 00:35:07","2026-01-27","29851–29874","","","","","","","NIPS '23","","","","Curran Associates Inc.","Red Hook, NY, USA","","","","","","ACM Digital Library","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IPZQQZRA","journalArticle","2023","Silva Filho, Telmo; Song, Hao; Perello-Nieto, Miquel; Santos-Rodriguez, Raul; Kull, Meelis; Flach, Peter","Classifier calibration: a survey on how to assess and improve predicted class probabilities","Machine Learning","","1573-0565","10.1007/s10994-023-06336-7","https://doi.org/10.1007/s10994-023-06336-7","This paper provides both an introduction to and a detailed overview of the principles and practice of classifier calibration. A well-calibrated classifier correctly quantifies the level of uncertainty or confidence associated with its instance-wise predictions. This is essential for critical applications, optimal decision making, cost-sensitive classification, and for some types of context change. Calibration research has a rich history which predates the birth of machine learning as an academic field by decades. However, a recent increase in the interest on calibration has led to new methods and the extension from binary to the multiclass setting. The space of options and issues to consider is large, and navigating it requires the right set of concepts and tools. We provide both introductory material and up-to-date technical details of the main concepts and methods, including proper scoring rules and other evaluation metrics, visualisation approaches, a comprehensive account of post-hoc calibration methods for binary and multiclass classification, and several advanced topics.","2023-09-01","2026-01-28 00:37:25","2026-01-28 00:37:25","2026-01-28 00:37:25","3211-3260","","9","112","","Mach Learn","Classifier calibration","","","","","","","en","","","","","Springer Link","","","","C:\Users\T470s\Zotero\storage\XPBH6CXS\Silva Filho et al. - 2023 - Classifier calibration a survey on how to assess and improve predicted class probabilities.pdf","","","Uncertainty; Calibration; Classification; Confidence; Evaluation; Multiclass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NW88RUAD","conferencePaper","2020","Bahri, Maroua; Gomes, Heitor Murilo; Bifet, Albert; Maniu, Silviu","CS-ARF: Compressed Adaptive Random Forests for Evolving Data Stream Classification","2020 International Joint Conference on Neural Networks (IJCNN)","","2161-4407","10.1109/IJCNN48605.2020.9207188","https://ieeexplore.ieee.org/document/9207188","Ensemble-based methods are one of the most often used methods in the classification task that have been adapted to the stream setting because of their high learning performance achievement. For instance, Adaptive Random Forests (ARF) is a recent ensemble method for evolving data streams that proved to be of a good predictive performance but, as all ensemble methods, it suffers from a severe drawback related to the high computational demand which prevents it from being efficient and further exacerbates with high-dimensional data. In this context, the application of a dimensionality reduction technique is crucial while processing the Internet of Things (IoT) data stream with ultrahigh dimensionality. In this paper, we aim to alleviate this deficiency and improve ARF performance, so we introduce the CS-ARF approach that uses Compressed Sensing (CS) as an internal pre-processing task, to reduce the dimensionality of data before starting the learning process, that will potentially lead to a meaningful improvement in memory usage. Experiments on various datasets show the high classification performance of our CS-ARF approach compared against current state-of-the-art methods while reducing resource usage.","2020-07","2026-01-28 00:38:17","2026-01-28 00:38:17","2026-01-28 00:38:17","1-8","","","","","","CS-ARF","","","","","","","","","","","","IEEE Xplore","","ISSN: 2161-4407","","C:\Users\T470s\Zotero\storage\8ISTTTTG\9207188.html; C:\Users\T470s\Zotero\storage\6LL5AF9M\Bahri et al. - 2020 - CS-ARF Compressed Adaptive Random Forests for Evolving Data Stream Classification.pdf","","","Data mining; ensemble learning; Task analysis; Prediction algorithms; adaptive random forests; compressed sensing; Compressed sensing; Data stream mining; Feature extraction; Forestry; Vegetation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020 International Joint Conference on Neural Networks (IJCNN)","","","","","","","","","","","","","","",""
"AKQX526V","webpage","","scikit-learn","SVC","scikit-learn","","","","https://scikit-learn/stable/modules/generated/sklearn.svm.SVC.html","Gallery examples: Faces recognition example using eigenfaces and SVMs Classifier comparison Recognizing hand-written digits Concatenating multiple feature extraction methods Scalable learning with ...","","2026-01-28 00:39:31","2026-01-28 00:40:58","2026-01-28 00:39:31","","","","","","","","","","","","","","en","","","","","","","","","C:\Users\T470s\Zotero\storage\NTZ2HYKA\sklearn.svm.SVC.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VEHYSRDZ","journalArticle","2024","Motie, Soroor; Raahemi, Bijan","Financial fraud detection using graph neural networks: A systematic review","Expert Systems with Applications","","0957-4174","10.1016/j.eswa.2023.122156","https://www.sciencedirect.com/science/article/pii/S0957417423026581","Financial fraud is a persistent problem in the finance industry that may have severe consequences for individuals, businesses, and economies. Graph Neural Networks (GNNs) are a class of deep learning models designed to operate on graph data structures that consist of nodes and edges connecting them. GNNs have emerged as a powerful tool for detecting fraudulent activities in complex financial systems because they can analyze the network structure of financial transactions, capturing patterns and anomalies that traditional rule-based and machine learning methods might miss. The objective of this systematic review is to provide a comprehensive overview of the current state-of-the-art technologies in using Graph Neural Networks (GNNs) for financial fraud detection, identify the gaps and limitations in the existing research, and suggest potential directions for future research. We searched five academic databases, including Web of Science, Scopus, IEEE Xplore, ACM, and science direct using specific keywords and search strings related to graph neural networks, financial areas, and anomaly detection to identify relevant publications, resulting in a total of 388 unique articles. We selected the relevant publications based on the inclusion, exclusion, and quality assessment criteria, and 33 articles were included in the review. In addition, forward snowballing was used to identify relevant papers that were not captured in the initial search. Data was extracted from the selected articles, then analyzed and summarized to identify current state, gaps, and trends in the literature. Our review presents a new taxonomy of GNNs applied in financial fraud detection and identifies potential research directions in this field. We find that GNNs applied to financial fraud detection have mostly been employed in a supervised or semi-supervised manner, with limited exploration of unsupervised approaches. In addition to financial areas, we explore the different types of graphs such as homogeneous, heterogenous, static, temporal, and dynamic graphs, and investigate the various learning mechanisms and anomaly types studied. We also note a lack of research on edge-level and graph-level anomaly detection commonly employed in financial domain.","2024-04-15","2026-01-28 00:41:39","2026-01-28 00:41:39","2026-01-28 00:41:39","122156","","","240","","Expert Systems with Applications","Financial fraud detection using graph neural networks","","","","","","","","","","","","ScienceDirect","","","","C:\Users\T470s\Zotero\storage\GJIM4B2G\S0957417423026581.html","","","Graph neural networks; Anomaly detection; Financial fraud detection; GNNs; Graph representation learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XWMN92KI","journalArticle","2024","Yilmaz, Bilgi; Korn, Ralf","A Comprehensive guide to Generative Adversarial Networks (GANs) and application to individual electricity demand","Expert Systems with Applications","","0957-4174","10.1016/j.eswa.2024.123851","https://www.sciencedirect.com/science/article/pii/S0957417424007176","Generative Adversarial Networks (GANs) have become a popular research topic in many research fields in the last decade. The fragmented body of knowledge on GANs drives researchers to a trial-and-error procedure while choosing the right GAN for a given task. This study provides a comprehensive guide on GANs, where we start with considering problems such as nonconvergence, mode collapse, vanishing gradient, and unstable training. We then compare various GANs concerning the application perspective, their outputs, and evaluation metrics. In addition, we suggest using a new evaluation metric to identify the best candidate of GANs for time series tasks, the so-called average coverage error (ACE). Finally, we discuss the application of the ACE using the electricity consumption of an individual industry customer and display significant selection criteria. The ACE is beneficial in identifying the best GANs by comparing outcomes and reduces the computational cost of searching related to the evaluation metrics.","2024-09-15","2026-01-28 00:42:49","2026-01-28 00:42:49","2026-01-28 00:42:49","123851","","","250","","Expert Systems with Applications","","","","","","","","","","","","","ScienceDirect","","","","C:\Users\T470s\Zotero\storage\7AQQWNZW\S0957417424007176.html","","","Generative adversarial networks; Synthetic data generation; Evaluation metrics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U4PD264H","journalArticle","2024","C r, Rashmi; C p, Dr. Shantala","Evaluating Deep Learning with different feature scaling techniques for EEG-based Music Entrainment Brain Computer Interface","e-Prime - Advances in Electrical Engineering, Electronics and Energy","","2772-6711","10.1016/j.prime.2024.100448","https://www.sciencedirect.com/science/article/pii/S2772671124000305","Music Entrainment Brain-Computer Interface (BCI) systems influence music as a modulatory tool, synchronizing neural activities to the rhythm and structure of auditory stimuli. This innovative interface uses electroencephalogram (EEG) signals to decode cognitive states influenced by music, enabling novel pathways for cognitive enhancement, stress reduction, and therapeutic interventions. This paper investigates the influence of different feature scaling techniques on the performance of deep learning model within EEG-based Music Entrainment Brain-Computer Interface (BCI) systems. Deep neural network (DNN) is implemented to classify EEG signals into three classes i) during listening to music, ii) during listening to singing bowl sounds and iii) relax states. The comparison on effect of both music and singing bowl therapy on different brain lobes, such as the frontal, temporal, central and occipital lobes are analyzed. The DNN model performance is evaluated by employing various feature scaling methods like StandardScaler(), MinMaxScaler(), Normalizer(), and RobustScaler(). DNN model loss is computed using four loss functions such as mean squared error(MSE), mean absolute error (MAE), logcosh and categorical cross entropy. StandardScaler with mean absolute error loss function showed test accuracy of 87.26%. This research offers valuable insights into BCI's potential in stress management and the integration of music as a therapeutic tool.","2024-03-01","2026-01-28 00:43:33","2026-01-28 00:43:33","2026-01-28 00:43:33","100448","","","7","","e-Prime - Advances in Electrical Engineering, Electronics and Energy","","","","","","","","","","","","","ScienceDirect","","","","C:\Users\T470s\Zotero\storage\9MYVF6EX\S2772671124000305.html","","","BCI; Deep Learning; Music; sound therapy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3X2Q72NF","webpage","2023","Hernadez","Synthetic Tabular Data Evaluation in the Health Domain Covering Resemblance, Utility, and Privacy Dimensions","","","","10.1055/s-0042-1760247","https://www.thieme-connect.de/products/ejournals/abstract/10.1055/s-0042-1760247","","2023","2026-01-28 00:44:34","2026-01-28 00:45:40","2026-01-28 00:44:34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XT69WA35","journalArticle","2022","Jiang, Peng; Sinha, Sanju; Aldape, Kenneth; Hannenhalli, Sridhar; Sahinalp, Cenk; Ruppin, Eytan","Big data in basic and translational cancer research","Nature Reviews Cancer","","1474-1768","10.1038/s41568-022-00502-0","https://www.nature.com/articles/s41568-022-00502-0","Historically, the primary focus of cancer research has been molecular and clinical studies of a few essential pathways and genes. Recent years have seen the rapid accumulation of large-scale cancer omics data catalysed by breakthroughs in high-throughput technologies. This fast data growth has given rise to an evolving concept of ‘big data’ in cancer, whose analysis demands large computational resources and can potentially bring novel insights into essential questions. Indeed, the combination of big data, bioinformatics and artificial intelligence has led to notable advances in our basic understanding of cancer biology and to translational advancements. Further advances will require a concerted effort among data scientists, clinicians, biologists and policymakers. Here, we review the current state of the art and future challenges for harnessing big data to advance cancer research and treatment.","2022-11","2026-01-28 00:46:23","2026-01-28 00:46:23","2026-01-28 00:46:23","625-639","","11","22","","Nat Rev Cancer","","","","","","Nature Publishing Group","","en","2022 This is a U.S. Government work and not under copyright protection in the US; foreign copyright protection may apply","","","","www.nature.com","","","","","","","Cancer epigenetics; Cancer genomics; Cancer therapy; Computational biology and bioinformatics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KLWJYBYE","webpage","2024","Wuxing","A survey on imbalanced learning: latest research, applications and future directions | Artificial Intelligence Review | Springer Nature Link","","","","10.1007/s10462-024-10759-6","https://link.springer.com/article/10.1007/s10462-024-10759-6","","2024","2026-01-28 00:47:08","2026-01-28 00:50:05","2026-01-28 00:47:08","","","","","","","","","","","","","","","","","","","","","","","C:\Users\T470s\Zotero\storage\WQ32U7QD\s10462-024-10759-6.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V9LIN2P4","bookSection","2018","","Information Retrieval: Concepts, Models, and Systems","Handbook of Statistics","","0169-7161","10.1016/bs.host.2018.07.009","https://www.sciencedirect.com/science/chapter/handbook/abs/pii/S0169716118300245","This chapter presents a tutorial introduction to modern information retrieval concepts, models, and systems. It begins with a reference architecture f…","2018-01-01","2026-01-28 00:50:59","2026-01-28 00:50:59","2026-01-28 00:50:59","331-401","","","38","","","Information Retrieval","","","","","Elsevier","","en-US","","","","","www.sciencedirect.com","","DOI: 10.1016/bs.host.2018.07.009","","C:\Users\T470s\Zotero\storage\FCREQE5U\S0169716118300245.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CV2NDWSU","bookSection","2023","Anila","Application of intelligent edge computing and machine learning algorithms in MBTI personality prediction","Intelligent Edge Computing for Cyber Physical Applications","","","10.1016/B978-0-323-99412-5.00003-4","https://www.sciencedirect.com/science/chapter/edited-volume/abs/pii/B9780323994125000034","Machine learning has become a major classification tool in various fields like healthcare, business, stock market prediction, weather forecasting, etc…","2023-01-01","2026-01-28 00:52:48","2026-01-28 00:53:36","2026-01-28 00:52:48","187-215","","","","","","","","","","","Academic Press","","en-US","","","","","www.sciencedirect.com","","DOI: 10.1016/B978-0-323-99412-5.00003-4","","C:\Users\T470s\Zotero\storage\GB38WPJS\B9780323994125000034.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AU56ZZM8","journalArticle","2023","Zhang, Ruizhi; Lu, Shaowu; Yan, Baokang; Yu, Puliang; Tang, Xiaoqi","A density-based oversampling approach for class imbalance and data overlap","Computers & Industrial Engineering","","0360-8352","10.1016/j.cie.2023.109747","https://www.sciencedirect.com/science/article/pii/S0360835223007714","In data mining classification, class imbalance is characterized that different classes have an obvious difference in the number of samples. Most classifiers typically assume a balanced class distribution or assign equal classification error costs to different classes. Therefore, directly using imbalanced class will worsen the classification performance. The oversampling algorithms can achieve the balance by synthesizing new samples, but the uncontrollable positions of the synthetic samples may aggravate the data overlap and further deteriorate the classification performance. To tackle this challenge, an improved synthetic minority oversampling technique based on kernel density estimation and neighbor density selection (KDENDS_SMOTE) is proposed in this paper. First, each sample is mapped into a high-dimensional space to avoid the choice of the window width and to overcome the nonlinear separable limitation. Kernel density estimation is then used to derive the density ratio, which serves as a measure of the degree of data overlap. Subsequently, the stability degree of the density ratio is calculated using neighbor information, and a scoring mechanism combining the density ratio and its stability degree is proposed to assess the fitness of selected samples. Furthermore, the neighbor density selection based on the above scoring mechanism can guide SMOTE to generate new samples within a safe and stable region, away from areas with data overlap. Finally, compared with six advanced oversampling methods on fifteen real-world datasets, the KDENDS_SMOTE can effectively mitigate the data overlap and improve the classification performance.","2023-12-01","2026-01-28 00:54:36","2026-01-28 00:54:36","2026-01-28 00:54:36","109747","","","186","","Computers & Industrial Engineering","","","","","","","","","","","","","ScienceDirect","","","","C:\Users\T470s\Zotero\storage\2XE86JFD\S0360835223007714.html","","","Class imbalance; Data overlap; Kernel density estimation; Neighbor density selection; Synthetic minority oversampling technique","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XLP4YXSA","webpage","","scikit-learn","cross_val_predict","scikit-learn","","","","https://scikit-learn/stable/modules/generated/sklearn.model_selection.cross_val_predict.html","Gallery examples: Combine predictors using stacking Plotting Cross-Validated Predictions","","2026-01-28 00:56:37","2026-01-28 00:57:29","2026-01-28 00:56:37","","","","","","","","","","","","","","en","","","","","","","","","C:\Users\T470s\Zotero\storage\KGPULVBT\sklearn.model_selection.cross_val_predict.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V56VW6L5","journalArticle","2020","Maleki, Farhad; Muthukrishnan, Nikesh; Ovens, Katie; Reinhold, Caroline; Forghani, Reza","Machine Learning Algorithm Validation: From Essentials to Advanced Applications and Implications for Regulatory Certification and Deployment","Neuroimaging Clinics of North America","","1052-5149","10.1016/j.nic.2020.08.004","https://www.sciencedirect.com/science/article/pii/S1052514920300599","","2020-11-01","2026-01-28 00:58:24","2026-01-28 00:58:24","2026-01-28 00:58:24","433-445","","4","30","","Neuroimaging Clinics of North America","Machine Learning Algorithm Validation","Machine Learning and Other Artificial Intelligence Applications","","","","","","","","","","","ScienceDirect","","","","C:\Users\T470s\Zotero\storage\BMSAKA73\S1052514920300599.html","","","Machine learning; Deep learning; Artificial intelligence; Evaluation; Ability to generalize; Cross-validation; Reproducibility; Validation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DDPXNENG","webpage","","scikit-learn","1.4. Support Vector Machines","scikit-learn","","","","https://scikit-learn/stable/modules/svm.html","Support vector machines (SVMs) are a set of supervised learning methods used for classification, regression and outliers detection. The advantages of support vector machines are: Effective in high ...","","2026-01-28 01:00:25","2026-01-28 01:00:52","2026-01-28 01:00:25","","","","","","","","","","","","","","en","","","","","","","","","C:\Users\T470s\Zotero\storage\93LZ7DA8\svm.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
